sp,gen,fam,Growth_Rings,Vessel_porosity,Vessel_arangement,Perforation_plates,Intervessel_pits_arregement,Mean_tangential_diameter_of_vessel_lumina,Septa_in_fibers,Fibre_wall_thickness,Parenchyma_Paratracheal,Type_of_parenchyma_banding,Ray_width,Rays_cellular_composition,TropicalHumid,TropicalDry,TropicalGrasslands,Mangrove,Biome,predicted_biome,bioma_final
Dendropanax gonatopodus,Dendropanax,ARALIACEAE,1,2,3,1,2,1,0,0,1,5,2,2,0.984962406,0.0,0.0,0.007518797,TropicalHumid,TropicalHumid,Tropical humid forest
Diclinanona calycina,Diclinanona,ANNONACEAE,1,2,3,0,2,1,1,1,1,4,0,0,0.976377953,0.0,0.023622047,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Dicranostyles guianensis,Dicranostyles,CONVOLVULACEAE,1,2,3,0,2,2,1,1,0,2,1,3,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Dicranostyles mildbraediana,Dicranostyles,CONVOLVULACEAE,1,2,3,0,2,3,1,1,1,1,1,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Dicranostyles villosus,Dicranostyles,CONVOLVULACEAE,1,2,3,0,2,3,1,1,1,1,2,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Dictyoloma vandellianum,Dictyoloma,RUTACEAE,1,2,3,0,2,3,1,1,1,1,2,4,0.53470437,0.131105398,0.161953728,0.0,TropicalHumid,TropicalHumid,Tropical dry forest
Dilkea johannesii,Dilkea,PASSIFLORACEAE,1,2,3,0,2,2,1,1,1,5,1,0,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Dilodendron bipinnatum,Dilodendron,SAPINDACEAE,1,2,0,0,2,2,1,1,1,1,2,2,0.148026316,0.25,0.546052632,0.0,TropicalGrasslands,TropicalGrasslands,Tropical dry forest
Diploon cuspidatum,Diploon,SAPOTACEAE,0,1,3,0,2,2,1,1,1,1,1,2,0.974358974,0.0,0.006410256,0.019230769,TropicalHumid,TropicalHumid,Tropical humid forest
Dolichandra unguis-cati,Dolichandra,BIGNONIACEAE,1,2,3,0,2,1,1,1,1,1,1,2,0.576011158,0.048814505,0.230125523,0.008368201,TropicalHumid,TropicalHumid,
Drypetes alba,Drypetes,PUTRANJAVACEAE,1,2,3,0,2,2,0,1,0,5,3,5,0.75,0.159090909,0.0,0.0,TropicalHumid,TropicalHumid,
Drypetes variabilis,Drypetes,PUTRANJAVACEAE,1,2,3,1,1,1,1,1,0,5,1,2,0.975206612,0.0,0.024793388,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Duckeodendron cestroides,Duckeodendron,SOLANACEAE,1,2,3,0,2,2,1,2,0,5,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Duguetia lanceolata,Duguetia,ANNONACEAE,1,2,3,1,2,2,1,2,1,5,1,3,0.634285714,0.0,0.365714286,0.0,TropicalHumid,,
Duguetia quitarensis,Duguetia,ANNONACEAE,1,2,3,0,2,1,1,1,1,1,2,0,0.987951807,0.004016064,0.008032129,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Duguetia uniflora,Duguetia,ANNONACEAE,0,2,3,0,2,1,1,1,1,4,2,0,0.983333333,0.0,0.016666667,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Dulacia candida,Dulacia,OLACACEAE,1,2,3,0,2,2,1,0,0,1,2,0,0.945578231,0.034013605,0.020408163,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Dulacia guianensis,Dulacia,OLACACEAE,1,2,3,0,2,0,1,1,1,5,2,2,0.904255319,0.0,0.053191489,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Duroia aquatica,Duroia,RUBIACEAE,1,2,3,0,2,1,1,1,0,5,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Duroia fusifera,Duroia,RUBIACEAE,1,2,3,0,2,2,1,2,0,1,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Duroia hirsuta,Duroia,RUBIACEAE,1,2,3,0,2,1,1,1,0,5,2,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Ecclinusa guianensis,Ecclinusa,SAPOTACEAE,1,2,3,0,2,2,1,2,1,1,1,4,0.996207332,0.0,0.002528445,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Ecclinusa lanceolata,Ecclinusa,SAPOTACEAE,1,2,1,0,2,1,1,1,0,1,1,4,0.760456274,0.231939163,0.007604563,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Ekmanianthe actinophylla,Ekmanianthe,BIGNONIACEAE,1,2,3,0,2,2,1,1,1,1,2,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Elaeodendron xylocarpum,Elaeodendron,CELASTRACEAE,1,2,3,0,2,1,0,1,0,5,2,4,0.470149254,0.231343284,0.0,0.119402985,TropicalHumid,TropicalHumid,
Elaeoluma glabrescens,Elaeoluma,SAPOTACEAE,1,2,3,1,2,0,0,1,0,5,1,3,0.919732441,0.010033445,0.070234114,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Emmotum fagifolium,Emmotum,ICACINACEAE,1,2,3,0,2,0,1,2,0,5,1,4,0.666666667,0.0,0.0,0.333333333,TropicalHumid,,Tropical humid forest
Endlicheria lhotzkyi,Endlicheria,LAURACEAE,1,2,3,1,1,2,1,2,1,5,3,3,0.3,0.033333333,0.666666667,0.0,TropicalGrasslands,,Tropical humid forest
Endlicheria multiflora,Endlicheria,LAURACEAE,1,2,3,0,2,2,1,1,1,5,1,3,0.894736842,0.0,0.052631579,0.031578947,TropicalHumid,TropicalHumid,Tropical humid forest
Eremanthus goyazensis,Eremanthus,ASTERACEAE,1,2,3,1,2,2,1,2,1,5,1,4,0.12,0.0,0.88,0.0,TropicalGrasslands,TropicalHumid,
Erythroxylum amazonicum,Erythroxylum,ERYTHROXYLACEAE,1,2,3,0,2,0,0,2,1,4,1,3,0.865248227,0.04964539,0.056737589,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Erythroxylum areolatum,Erythroxylum,ERYTHROXYLACEAE,1,2,3,0,2,2,1,2,1,5,1,3,0.649006623,0.165562914,0.0,0.092715232,TropicalHumid,TropicalHumid,
Erythroxylum citrifolium,Erythroxylum,ERYTHROXYLACEAE,1,2,3,0,2,1,1,2,1,5,1,4,0.844315713,0.036205648,0.081824765,0.017378711,TropicalHumid,TropicalHumid,
Erythroxylum deciduum,Erythroxylum,ERYTHROXYLACEAE,1,2,3,0,2,1,1,2,1,5,1,4,0.494875549,0.021961933,0.459736457,0.001464129,TropicalHumid,,
Erythroxylum passerinum,Erythroxylum,ERYTHROXYLACEAE,0,2,3,0,2,0,1,1,0,1,1,4,0.713333333,0.013333333,0.0,0.14,TropicalHumid,TropicalHumid,Tropical dry forest
Erythroxylum pelleterianum,Erythroxylum,ERYTHROXYLACEAE,1,2,3,0,2,1,1,2,0,1,1,3,0.271341463,0.073170732,0.631097561,0.0,TropicalGrasslands,TropicalHumid,Tropical dry forest
Erythroxylum suberosum,Erythroxylum,ERYTHROXYLACEAE,0,2,1,0,2,1,1,2,1,5,1,2,0.171171171,0.081831832,0.593843844,0.000750751,TropicalGrasslands,TropicalGrasslands,
Erythroxylum substriatum,Erythroxylum,ERYTHROXYLACEAE,1,2,3,0,2,0,1,1,1,1,1,2,0.0,0.0,1.0,0.0,TropicalGrasslands,TropicalHumid,
Escallonia myrtilloides,Escallonia,ESCALLONIACEAE,0,0,3,0,1,1,1,1,0,5,2,4,0.799498747,0.005847953,0.0267335,0.0,TropicalHumid,TropicalHumid,Tropical montane
Eschweilera alata,Eschweilera,LECYTHIDACEAE,1,2,3,1,1,0,1,2,0,5,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Eschweilera coriacea,Eschweilera,LECYTHIDACEAE,1,2,3,0,2,2,1,2,1,1,1,2,0.993026941,0.000633914,0.003486529,0.001901743,TropicalHumid,TropicalHumid,Tropical humid forest
Eschweilera pedicellata,Eschweilera,LECYTHIDACEAE,1,2,3,0,2,3,1,2,0,1,1,0,0.958500669,0.0,0.040160643,0.001338688,TropicalHumid,TropicalHumid,Tropical humid forest
Eschweilera tenax,Eschweilera,LECYTHIDACEAE,1,2,3,0,2,3,1,2,1,1,1,2,0.464285714,0.0,0.535714286,0.0,TropicalHumid,,
Esenbeckia berlandieri,Esenbeckia,RUTACEAE,0,2,3,0,2,1,1,2,1,4,1,3,0.23015873,0.55952381,0.0,0.043650794,TropicalDry,TropicalHumid,Tropical dry forest
Esenbeckia pilocarpoides,Esenbeckia,RUTACEAE,1,2,3,0,2,0,1,1,0,4,1,4,0.828947368,0.059210526,0.078947368,0.006578947,TropicalHumid,TropicalHumid,
Euplassa cantareirae,Euplassa,PROTEACEAE,1,2,3,0,2,2,1,2,1,5,1,3,0.966666667,0.0,0.033333333,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Euplassa pinnata,Euplassa,PROTEACEAE,1,2,0,0,2,2,1,1,0,0,3,0,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Exellodendron coriaceum,Exellodendron,CHRYSOBALANACEAE,1,2,3,0,2,2,1,2,1,5,2,2,0.976470588,0.0,0.011764706,0.011764706,TropicalHumid,TropicalHumid,Tropical humid forest
Exostema caribaeum,Exostema,RUBIACEAE,1,2,3,0,2,2,1,2,0,1,0,3,0.166030534,0.604961832,0.0,0.059160305,TropicalDry,TropicalHumid,Tropical dry forest
Exothea diphylla,Exothea,SAPINDACEAE,1,2,3,0,2,0,1,2,0,5,1,3,0.806451613,0.112903226,0.0,0.064516129,TropicalHumid,TropicalHumid,Tropical dry forest
Faramea occidentalis,Faramea,RUBIACEAE,1,2,3,0,2,1,1,1,1,5,1,2,0.82674772,0.082066869,0.036474164,0.009118541,TropicalHumid,TropicalHumid,Tropical humid forest
Ficus aurea,Ficus,MORACEAE,1,2,3,0,2,2,0,2,1,5,2,3,0.522458629,0.186761229,0.0,0.023640662,TropicalHumid,TropicalHumid,
Ficus caballina,Ficus,MORACEAE,1,2,3,0,2,2,1,1,1,0,2,2,0.965034965,0.013986014,0.020979021,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Ficus citrifolia,Ficus,MORACEAE,1,2,3,0,2,2,1,1,0,0,2,2,0.741516966,0.097804391,0.069860279,0.013972056,TropicalHumid,TropicalHumid,
Ficus guaranitica,Ficus,MORACEAE,1,2,3,0,2,2,1,1,0,0,2,2,0.648148148,0.0,0.32962963,0.0,TropicalHumid,,Tropical dry forest
Ficus insipida,Ficus,MORACEAE,1,2,3,0,2,2,1,0,0,0,1,2,0.583277592,0.27090301,0.023411371,0.017391304,TropicalHumid,TropicalHumid,
Forchhammeria longifolia,Forchhammeria,CAPPARACEAE,1,2,3,0,2,1,0,2,0,5,2,4,0.0,0.0,0.0,0.666666667,Mangrove,TropicalHumid,
Fridericia candicans,Fridericia,BIGNONIACEAE,1,2,3,1,0,1,1,1,1,5,2,4,0.555555556,0.1,0.111111111,0.0,TropicalHumid,TropicalHumid,
Fridericia platyphylla,Fridericia,BIGNONIACEAE,0,1,0,0,2,3,0,1,1,4,3,1,0.326574173,0.055496265,0.52828175,0.0,TropicalHumid,,
Fridericia speciosa,Fridericia,BIGNONIACEAE,1,2,3,0,2,1,1,1,1,5,0,5,0.649595687,0.043126685,0.218328841,0.002695418,TropicalHumid,TropicalHumid,Tropical dry forest
Fusaea longifolia,Fusaea,ANNONACEAE,1,2,3,0,2,2,0,1,1,5,1,5,0.993630573,0.0,0.003184713,0.003184713,TropicalHumid,TropicalHumid,Tropical humid forest
Gallesia integrifolia,Gallesia,PHYTOLACCACEAE,1,2,3,0,2,2,1,2,0,3,2,2,0.684491979,0.082887701,0.181818182,0.024064171,TropicalHumid,TropicalHumid,
Garcinia intermedia,Garcinia,CLUSIACEAE,1,2,1,0,2,2,1,2,1,5,2,2,0.905263158,0.063157895,0.0,0.015789474,TropicalHumid,TropicalHumid,Tropical humid forest
Garcinia madruno,Garcinia,CLUSIACEAE,1,2,3,0,2,2,1,2,1,5,2,2,0.913746631,0.018867925,0.037735849,0.029649596,TropicalHumid,TropicalHumid,Tropical humid forest
Gaultheria buxifolia,Gaultheria,ERICACEAE,1,2,3,1,1,1,1,1,0,5,2,4,0.785185185,0.025925926,0.077777778,0.0,TropicalHumid,TropicalHumid,Tropical montane
Geissospermum sericeum,Geissospermum,APOCYNACEAE,1,2,3,0,2,2,1,2,0,1,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Genipa americana,Genipa,RUBIACEAE,1,2,3,0,2,1,1,2,1,5,1,3,0.574018127,0.143504532,0.157603223,0.013595166,TropicalHumid,TropicalHumid,
Gochnatia polymorpha,Gochnatia,ASTERACEAE,0,1,1,0,2,1,1,2,1,4,1,2,0.601941748,0.0,0.291262136,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Godmania aesculifolia,Godmania,BIGNONIACEAE,1,2,2,0,2,1,1,2,1,5,1,3,0.310782241,0.467230444,0.069767442,0.00845666,TropicalHumid,,
Gonzalagunia cornifolia,Gonzalagunia,RUBIACEAE,1,2,3,0,2,1,1,0,0,1,0,0,0.806338028,0.091549296,0.070422535,0.017605634,TropicalHumid,TropicalHumid,Tropical humid forest
Gordonia fruticosa,Gordonia,THEACEAE,1,2,3,0,2,1,1,0,0,5,1,4,0.903559127,0.019517796,0.061997704,0.001148106,TropicalHumid,TropicalHumid,
Grias cauliflora,Grias,LECYTHIDACEAE,0,2,3,0,2,1,1,1,1,1,1,5,0.910179641,0.0,0.0,0.047904192,TropicalHumid,TropicalHumid,Tropical humid forest
Grias neuberthii,Grias,LECYTHIDACEAE,1,2,3,0,1,1,1,1,0,5,3,0,0.994897959,0.005102041,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Guapira cuspidata,Guapira,NYCTAGINACEAE,1,2,3,0,2,1,1,2,1,1,0,0,0.522727273,0.022727273,0.431818182,0.022727273,TropicalHumid,,Tropical humid forest
Guapira discolor,Guapira,NYCTAGINACEAE,1,2,1,0,2,2,1,1,1,4,0,0,0.542857143,0.114285714,0.0,0.085714286,TropicalHumid,TropicalHumid,Tropical dry forest
Guapira noxia,Guapira,NYCTAGINACEAE,1,2,1,0,2,1,1,2,1,5,0,0,0.090909091,0.0,0.909090909,0.0,TropicalGrasslands,TropicalGrasslands,
Guarea glabra,Guarea,MELIACEAE,0,2,3,0,2,2,0,1,1,0,1,2,0.794829024,0.087572977,0.012510425,0.01000834,TropicalHumid,TropicalHumid,Tropical humid forest
Guarea gomma,Guarea,MELIACEAE,1,2,3,0,2,2,1,1,1,1,1,0,0.986979167,0.002604167,0.010416667,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Guarea guidonia,Guarea,MELIACEAE,1,2,3,0,2,2,1,2,1,1,1,2,0.749912311,0.068747808,0.13188355,0.016836198,TropicalHumid,TropicalHumid,
Guarea kunthiana,Guarea,MELIACEAE,1,2,3,0,2,2,1,1,1,0,0,0,0.910952805,0.016473731,0.067675868,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Guarea megantha,Guarea,MELIACEAE,1,2,3,0,2,2,0,1,1,1,0,0,0.571428571,0.0,0.428571429,0.0,TropicalHumid,,Tropical humid forest
Guatteria schomburgkiana,Guatteria,ANNONACEAE,1,2,3,0,2,3,1,1,1,3,2,3,0.862448418,0.006877579,0.097661623,0.022008253,TropicalHumid,TropicalHumid,Tropical humid forest
Guettarda elliptica,Guettarda,RUBIACEAE,0,2,3,0,2,0,0,1,1,5,1,2,0.438297872,0.479432624,0.0,0.031205674,TropicalHumid,,Tropical dry forest
Guettarda ovalifolia,Guettarda,RUBIACEAE,1,2,3,0,2,1,0,1,0,5,1,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Guettarda viburnoides,Guettarda,RUBIACEAE,1,2,3,0,2,1,0,1,0,5,1,4,0.373253493,0.056886228,0.491017964,0.001996008,TropicalHumid,,Tropical dry forest
Gustavia augusta,Gustavia,LECYTHIDACEAE,0,2,1,0,2,1,0,1,1,5,1,5,0.841004184,0.0041841,0.080892608,0.055788006,TropicalHumid,TropicalHumid,Tropical humid forest
Gustavia gigantophylla,Gustavia,LECYTHIDACEAE,1,2,3,0,2,1,1,1,1,1,2,3,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Gustavia hexapetala,Gustavia,LECYTHIDACEAE,0,2,3,0,2,1,1,1,0,1,2,2,0.964640884,0.013259669,0.014364641,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Gustavia nana,Gustavia,LECYTHIDACEAE,1,2,3,0,2,1,1,2,0,5,1,3,0.836065574,0.049180328,0.016393443,0.06557377,TropicalHumid,TropicalHumid,Tropical humid forest
Gymnanthes lucida,Gymnanthes,EUPHORBIACEAE,0,2,3,0,2,1,1,2,0,1,3,3,0.669966997,0.125412541,0.0,0.115511551,TropicalHumid,TropicalHumid,Tropical dry forest
Haenianthus salicifolius,Haenianthus,OLEACEAE,1,2,3,0,2,0,1,2,0,1,0,4,0.8,0.0,0.0,0.0,TropicalHumid,TropicalHumid,
Hamelia longipes,Hamelia,RUBIACEAE,1,2,3,0,2,2,1,1,1,5,1,0,0.950617284,0.024691358,0.0,0.018518519,TropicalHumid,TropicalHumid,Tropical humid forest
Hancornia speciosa,Hancornia,APOCYNACEAE,1,2,3,0,2,1,0,1,1,5,2,4,0.293814433,0.059793814,0.471134021,0.048453608,TropicalGrasslands,TropicalHumid,Tropical dry forest
Handroanthus capitatus,Handroanthus,BIGNONIACEAE,1,2,3,0,2,1,1,2,1,4,1,0,0.846153846,0.0,0.153846154,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Handroanthus chrysanthus,Handroanthus,BIGNONIACEAE,1,2,3,0,2,2,1,2,1,4,1,0,0.558139535,0.162790698,0.174418605,0.023255814,TropicalHumid,TropicalHumid,
Handroanthus chrysotrichus,Handroanthus,BIGNONIACEAE,1,2,3,0,2,1,1,2,1,4,1,0,0.777777778,0.012820513,0.145299145,0.008547009,TropicalHumid,TropicalHumid,
Handroanthus heptaphyllus,Handroanthus,BIGNONIACEAE,0,2,3,0,2,2,1,2,1,5,1,0,0.436507937,0.023809524,0.37037037,0.0,TropicalHumid,,
Handroanthus ochraceus,Handroanthus,BIGNONIACEAE,0,2,3,0,2,1,1,1,1,4,1,0,0.360623782,0.066276803,0.473684211,0.0,TropicalHumid,,
Handroanthus serratifolius,Handroanthus,BIGNONIACEAE,1,2,3,0,2,1,1,2,1,4,2,2,0.615176152,0.048780488,0.25203252,0.002710027,TropicalHumid,TropicalHumid,
Haploclathra paniculata,Haploclathra,CALOPHYLLACEAE,1,2,3,2,2,2,1,2,1,4,1,0,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Hasseltia floribunda,Hasseltia,SALICACEAE,1,2,1,0,2,1,1,2,1,5,2,0,0.943493151,0.011986301,0.04109589,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Hebepetalum humiriifolium,Hebepetalum,LINACEAE,1,2,3,0,1,1,0,1,1,5,1,4,0.888268156,0.0,0.111731844,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Hedyosmum goudotianum,Hedyosmum,CHLORANTHACEAE,1,2,3,0,2,1,0,1,0,5,2,4,0.95026178,0.0,0.034031414,0.0,TropicalHumid,TropicalHumid,
Heisteria insculpta,Heisteria,OLACACEAE,1,2,3,1,0,1,0,0,0,5,3,1,0.978947368,0.0,0.021052632,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Heisteria macrophylla,Heisteria,OLACACEAE,1,2,3,1,1,1,1,2,0,5,1,4,0.936416185,0.0,0.0,0.011560694,TropicalHumid,TropicalHumid,Tropical humid forest
Helicostylis pedunculata,Helicostylis,MORACEAE,1,2,3,0,2,1,1,1,1,5,1,2,0.967741935,0.0,0.0,0.032258065,TropicalHumid,TropicalHumid,Tropical humid forest
Helicostylis scabra,Helicostylis,MORACEAE,1,2,3,0,2,2,1,2,1,5,1,2,0.985815603,0.003546099,0.010638298,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Helicostylis tomentosa,Helicostylis,MORACEAE,1,2,1,0,2,2,1,1,1,4,2,2,0.881476224,0.060326473,0.034776437,0.011355571,TropicalHumid,TropicalHumid,Tropical humid forest
Helicostylis turbinata,Helicostylis,MORACEAE,1,2,3,0,2,2,1,2,1,0,2,3,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Henriettea multiflora,Henriettea,MELASTOMATACEAE,0,2,3,0,2,1,1,2,1,4,1,2,0.947368421,0.0,0.052631579,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Hernandia guianensis,Hernandia,HERNANDIACEAE,1,2,3,0,2,2,1,2,1,5,0,4,0.782608696,0.0,0.043478261,0.130434783,TropicalHumid,TropicalHumid,Tropical humid forest
Hernandia sonora,Hernandia,HERNANDIACEAE,1,2,3,0,2,2,1,0,1,5,1,0,0.888888889,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Heteropterys nitida,Heteropterys,MALPIGHIACEAE,1,2,3,0,2,1,1,0,1,3,1,0,0.959183673,0.0,0.030612245,0.005102041,TropicalHumid,TropicalHumid,
Hevea brasiliensis,Hevea,EUPHORBIACEAE,1,2,3,0,2,1,1,1,1,5,0,1,0.763546798,0.18226601,0.054187192,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Hevea guianensis,Hevea,EUPHORBIACEAE,1,2,3,0,2,2,1,0,0,1,1,3,0.983558994,0.001934236,0.00967118,0.00483559,TropicalHumid,TropicalHumid,Tropical humid forest
Hieronyma alchorneoides,Hieronyma,PHYLLANTHACEAE,1,2,3,0,2,2,1,1,0,1,1,3,0.931304348,0.029565217,0.016521739,0.006956522,TropicalHumid,TropicalHumid,Tropical humid forest
Hieronyma oblonga,Hieronyma,PHYLLANTHACEAE,1,2,3,0,2,3,1,1,0,5,2,4,0.918316832,0.04290429,0.017326733,0.001650165,TropicalHumid,TropicalHumid,Tropical humid forest
Hillia illustris,Hillia,RUBIACEAE,1,2,3,1,2,1,1,1,0,5,2,4,0.871428571,0.007142857,0.035714286,0.078571429,TropicalHumid,TropicalHumid,Tropical humid forest
Himatanthus articulatus,Himatanthus,APOCYNACEAE,1,2,3,0,2,3,1,1,0,0,2,2,0.676470588,0.040441176,0.224264706,0.049632353,TropicalHumid,TropicalHumid,Tropical humid forest
Himatanthus obovatus,Himatanthus,APOCYNACEAE,1,2,3,0,2,2,1,2,1,5,0,1,0.213768116,0.070652174,0.664855072,0.003623188,TropicalGrasslands,TropicalHumid,Tropical dry forest
Himatanthus sucuuba,Himatanthus,APOCYNACEAE,1,2,3,0,2,2,1,1,0,5,1,5,0.992,0.0,0.008,0.0,TropicalHumid,TropicalHumid,
Hippocratea volubilis,Hippocratea,CELASTRACEAE,1,2,3,0,2,2,1,2,0,5,0,1,0.639915523,0.13938754,0.090813094,0.03062302,TropicalHumid,TropicalHumid,
Hippomane mancinella,Hippomane,EUPHORBIACEAE,1,2,3,0,2,3,0,1,1,5,2,2,0.216949153,0.454237288,0.006779661,0.101694915,TropicalDry,TropicalHumid,
Hirtella americana,Hirtella,CHRYSOBALANACEAE,1,2,3,0,2,1,0,1,0,5,2,4,0.785714286,0.073809524,0.088095238,0.004761905,TropicalHumid,TropicalHumid,
Hortia longifolia,Hortia,RUTACEAE,1,2,3,0,2,2,0,2,1,5,2,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,
Huberia consimilis,Huberia,MELASTOMATACEAE,1,2,3,0,2,2,1,2,1,5,2,0,0.691358025,0.049382716,0.037037037,0.0,TropicalHumid,TropicalHumid,
Huberia glazioviana,Huberia,MELASTOMATACEAE,1,2,3,0,2,2,0,0,0,5,1,1,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,
Huberia semiserrata,Huberia,MELASTOMATACEAE,0,2,3,0,2,1,0,1,0,5,0,1,0.966666667,0.0,0.0,0.033333333,TropicalHumid,TropicalHumid,
Huertea glandulosa,Huertea,TAPISCIACEAE,1,2,3,0,2,2,1,0,1,5,0,1,0.99537037,0.00462963,0.0,0.0,TropicalHumid,TropicalHumid,
Humiria balsamifera,Humiria,HUMIRIACEAE,1,2,3,0,2,2,1,2,1,5,0,1,0.664050235,0.028649922,0.141287284,0.036499215,TropicalHumid,TropicalHumid,
Humiriastrum excelsum,Humiriastrum,HUMIRIACEAE,1,2,3,1,2,2,1,2,1,5,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,
Humiriastrum procerum,Humiriastrum,HUMIRIACEAE,1,2,3,1,2,2,1,2,1,5,1,4,0.896551724,0.0,0.068965517,0.034482759,TropicalHumid,TropicalHumid,
Hura crepitans,Hura,EUPHORBIACEAE,1,2,1,1,1,2,1,2,1,5,1,4,0.738709677,0.117741935,0.027419355,0.040322581,TropicalHumid,TropicalHumid,
Hyperbaena domingensis,Hyperbaena,MENISPERMACEAE,1,2,3,0,2,1,1,2,1,4,1,2,0.887850467,0.018691589,0.056074766,0.018691589,TropicalHumid,TropicalHumid,
Ilex amplifolia,Ilex,AQUIFOLIACEAE,1,2,3,0,2,1,1,1,0,5,3,5,0.944444444,0.055555556,0.0,0.0,TropicalHumid,TropicalHumid,
Ilex casiquiarensis,Ilex,AQUIFOLIACEAE,1,2,3,1,1,1,1,1,0,5,2,3,0.818181818,0.0,0.181818182,0.0,TropicalHumid,TropicalHumid,
Ilex dumosa,Ilex,AQUIFOLIACEAE,1,2,3,1,1,1,1,1,1,5,2,4,0.774358974,0.003418803,0.153846154,0.008547009,TropicalHumid,TropicalHumid,
Ilex guianensis,Ilex,AQUIFOLIACEAE,1,2,3,1,1,1,1,1,0,5,2,3,0.766990291,0.012944984,0.025889968,0.116504854,TropicalHumid,TropicalHumid,
Ilex jenmanii,Ilex,AQUIFOLIACEAE,1,2,3,1,0,1,1,1,0,5,2,3,0.786885246,0.0,0.213114754,0.0,TropicalHumid,TropicalHumid,
Ilex myricoides,Ilex,AQUIFOLIACEAE,1,2,3,1,2,1,1,1,0,5,2,2,0.651515152,0.03030303,0.227272727,0.0,TropicalHumid,TropicalHumid,
Ilex sideroxyloides,Ilex,AQUIFOLIACEAE,0,2,3,1,2,1,1,1,0,5,2,2,0.730769231,0.115384615,0.0,0.038461538,TropicalHumid,TropicalHumid,
Ilex theezans,Ilex,AQUIFOLIACEAE,1,2,3,1,1,1,1,1,0,5,3,2,0.768965517,0.010344828,0.086206897,0.020689655,TropicalHumid,TropicalHumid,
Iochroma gesnerioides,Iochroma,SOLANACEAE,1,2,3,0,2,1,1,2,1,5,2,0,0.941176471,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical montane
Iryanthera grandis,Iryanthera,MYRISTICACEAE,1,2,3,0,2,2,1,1,1,0,2,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Iryanthera juruensis,Iryanthera,MYRISTICACEAE,1,2,3,1,1,2,1,1,1,1,1,3,0.983302412,0.007884972,0.007884972,0.000463822,TropicalHumid,TropicalHumid,Tropical humid forest
Iryanthera laevis,Iryanthera,MYRISTICACEAE,0,2,3,1,2,2,1,1,1,4,1,4,0.980306346,0.012399708,0.007293946,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
